LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
891,3710,142158,Primary,11,18,2,8.4,8.9,1.4,26.4,"£40,566"
815,3378,142159,Primary,12,14,3,8.8,9.5,1.4,22.7,"£42,628"
887,3195,142160,Primary,19,9,8,15.7,5.8,4.6,22.9,"£37,070"
342,3310,142161,Primary,12,21,8,11.8,12.0,5.5,18.8,"£45,633"
886,3715,142162,Primary,19,28,4,17.2,18.3,3.2,23.7,"£41,435"
845,7011,142163,Not applicable,14,13,8,13.6,8.9,5.6,6.3,"£46,930"
878,3163,142164,Primary,5,5,4,3.2,1.8,1.2,29.8,"£32,917"
838,3363,142165,Primary,9,14,1,6.6,8.4,0.3,23.4,"£43,129"
872,4060,142166,Secondary,83,13,28,75.2,11.5,25.3,17,"£44,795"
838,3032,142167,Primary,10,16,1,8.2,7.8,0.7,22.6,"£40,364"
925,7033,142168,Not applicable,15,30,7,12.9,26.0,4.0,7.7,"£47,483"
860,7006,142169,Not applicable,13,24,5,10.6,22.3,3.3,4.9,"£44,343"
860,7024,142170,Not applicable,16,17,17,15.0,17.0,15.7,6.5,"£49,753"
871,2008,142173,Primary,29,27,5,27.4,26.1,3.4,21.1,"£35,547"
841,6000,142174,All-through,51,28,18,43.7,20.5,13.9,16.5,"£39,613"
890,2004,142175,Primary,20,32,6,19.2,22.8,4.0,19.2,"£37,196"
815,3371,142176,Primary,10,8,3,8.2,4.3,1.8,23.4,"£40,345"
319,2003,142177,Primary,60,38,9,51.3,29.5,7.4,18.6,"£43,947"
210,4003,142178,Secondary,58,12,24,55.9,10.8,22.7,13.9,"£50,208"
872,4001,142181,Secondary,66,19,19,64.8,18.5,18.7,18,"£36,937"
872,2003,142182,Primary,16,16,4,14.6,13.3,4.0,20.7,"£35,160"
878,2061,142183,Primary,21,23,4,17.0,13.6,2.6,20,"£37,211"
928,2194,142185,Primary,12,20,2,12.0,12.0,2.0,19.8,"£36,146"
861,4006,142186,Secondary,57,15,25,55.0,11.7,23.2,17.5,"£41,657"
935,2104,142187,Primary,22,18,19,17.3,10.2,9.6,19,"£36,099"
886,2073,142188,Primary,15,16,5,13.8,10.5,5.0,28.2,"£40,600"
815,2302,142189,Primary,7,9,1,6.8,5.0,0.7,15.7,"£38,861"
931,3302,142191,Primary,8,4,2,5.2,1.7,1.4,18.8,"£37,323"
860,3479,142192,Primary,12,12,2,11.4,6.3,1.6,12.5,"£40,507"
860,4607,142193,Secondary,66,7,9,63.1,5.5,9.0,14,"£37,808"
860,2241,142194,Primary,7,19,2,7.0,9.6,0.3,26,"£42,209"
331,3434,142195,Primary,19,20,4,19.0,17.8,4.0,21.9,"£36,791"
909,2107,142196,Primary,16,35,6,14.7,13.8,3.5,26.5,"£41,492"
331,3414,142197,Primary,11,10,5,9.5,9.6,3.9,24,"£41,442"
815,2328,142198,Primary,17,15,3,12.1,10.8,2.4,25.2,"£41,252"
931,2001,142200,Primary,4,8,3,4.0,6.3,1.2,22,"£36,327"
815,2346,142201,Primary,8,6,1,5.1,4.1,0.9,21.5,"£42,480"
937,4237,142202,Secondary,89,29,36,80.3,24.2,30.9,18.2,"£41,151"
330,2263,142203,Primary,20,18,12,19.1,14.7,6.3,21.8,"£37,064"
815,2376,142204,Primary,21,11,4,16.0,5.7,4.0,20.6,"£38,583"
331,3404,142205,Primary,23,21,7,19.0,16.0,6.4,23.4,"£41,531"
931,3005,142206,Primary,7,10,3,5.3,3.3,1.5,19.8,"£42,183"
861,2029,142207,Primary,11,6,6,10.2,3.2,5.3,22.2,"£34,736"
860,3480,142208,Primary,10,8,2,10.0,4.1,2.0,21.1,"£37,311"
860,3468,142209,Primary,10,6,6,8.6,4.1,5.0,22,"£43,399"
860,3470,142210,Primary,14,14,3,10.6,7.4,1.6,19,"£38,582"
331,3423,142211,Primary,12,12,3,9.4,9.4,2.6,22.2,"£40,149"
331,3409,142212,Primary,21,16,8,17.5,13.9,7.6,25.4,"£42,755"
860,3460,142213,Primary,5,0,3,5.0,0.0,1.7,11.4,"£35,654"
860,3455,142214,Primary,7,5,5,4.8,2.4,3.6,22.5,"£41,375"
331,3411,142215,Primary,11,13,5,9.1,10.2,4.8,23.5,"£41,268"
860,3469,142216,Primary,9,6,3,8.6,4.9,2.7,23.8,"£40,708"
331,3415,142217,Primary,9,15,3,8.8,12.5,2.4,21.3,"£40,841"
931,4007,142218,Secondary,93,15,49,82.8,10.8,38.6,17.4,"£41,023"
330,4009,142219,All-through,130,47,41,120.2,43.6,37.8,14.1,"£40,133"
815,2333,142220,Primary,23,51,28,21.0,26.7,8.6,23.5,"£37,252"
919,2051,142221,Primary,12,13,7,9.9,9.1,4.0,23.6,"£45,104"
892,2016,142223,Primary,49,46,12,41.6,33.4,7.1,25.7,"£41,737"
306,2097,142226,Primary,13,14,2,10.5,8.9,2.0,21.5,"£43,276"
800,3094,142227,Primary,11,10,2,9.9,6.0,1.3,24,"£39,847"
303,3008,142228,Primary,42,25,10,34.3,18.1,7.1,23.1,"£42,676"
303,3301,142229,Primary,23,11,7,18.9,6.7,4.6,20.5,"£42,297"
330,2003,142230,Primary,24,38,4,21.8,28.8,3.9,30.6,"£38,628"
330,2309,142231,Primary,20,22,3,19.2,17.8,2.4,23.7,"£40,718"
350,4048,142232,Secondary,71,12,31,68.9,9.6,26.3,15.6,"£39,383"
305,2028,142233,Primary,22,26,4,17.6,14.6,3.2,17.7,"£42,529"
305,2072,142234,Primary,23,24,18,22.7,13.9,10.4,24.4,"£43,474"
895,2291,142235,Primary,20,17,9,16.8,11.6,7.4,26.3,"£41,256"
895,2223,142236,Primary,11,11,3,8.5,7.7,3.0,25.8,"£39,324"
895,4144,142237,Secondary,51,9,22,47.6,5.4,18.8,17.5,"£35,444"
908,3894,142238,Primary,15,26,8,12.2,12.7,4.7,19.7,"£41,469"
908,2401,142239,Primary,9,12,3,8.2,4.7,1.8,16.8,"£40,137"
908,2029,142240,Primary,16,26,3,14.2,12.7,1.9,22.7,"£42,648"
908,2509,142241,Primary,6,11,3,5.8,8.3,1.5,24.7,"£44,918"
908,2314,142242,Primary,19,24,4,16.0,14.3,2.2,22.5,"£38,325"
908,2751,142243,Primary,8,12,3,6.2,4.6,1.4,20.5,"£31,419"
331,3006,142244,Primary,23,13,9,21.2,10.8,8.0,21.3,"£38,998"
331,2110,142245,Primary,22,7,5,20.0,5.1,3.7,21.3,"£38,362"
306,3406,142246,Primary,10,14,3,8.8,8.9,2.8,21.3,"£43,872"
909,2507,142247,Primary,12,13,7,9.3,6.5,2.4,21.5,"£44,953"
909,2522,142248,Primary,11,23,5,10.1,9.9,2.9,24.5,"£45,443"
909,2508,142249,Primary,13,15,15,11.4,8.1,9.1,21.8,"£38,262"
878,2052,142250,Primary,4,0,1,2.5,0.0,0.1,3.9,"£35,547"
878,3608,142251,Primary,5,5,0,5.0,3.7,0.0,21,"£36,696"
881,3230,142252,Primary,7,8,2,6.2,4.1,1.3,19.5,"£40,770"
881,3250,142253,Primary,26,54,20,24.1,18.1,10.5,22.6,"£42,566"
881,2994,142254,Primary,14,21,3,12.2,13.3,2.0,21.1,"£45,249"
204,3665,142255,Primary,28,17,5,27.4,15.9,5.0,14.9,"£45,120"
205,2309,142256,Primary,13,8,5,11.8,7.0,4.4,19.3,"£48,986"
919,7014,142257,Not applicable,11,16,8,10.8,12.5,5.5,6.6,"£40,606"
810,7029,142260,Not applicable,10,20,6,9.5,16.8,5.6,6.7,"£34,169"
855,2369,142261,Primary,18,27,7,16.9,16.5,5.4,24.9,"£43,102"
925,5405,142262,Secondary,57,8,16,55.2,6.7,14.6,17.5,"£41,123"
821,3355,142263,Primary,22,19,10,19.6,16.6,6.3,22.7,"£37,873"
821,3360,142264,Primary,21,23,6,17.7,18.1,5.3,25.1,"£38,422"
352,3305,142265,Primary,12,28,4,9.0,18.5,3.0,26.4,"£48,961"
887,7031,142266,Not applicable,22,75,5,21.0,55.4,4.4,8.8,"£36,108"
316,2073,142267,Primary,53,28,16,51.6,26.2,15.0,15.9,"£47,690"
812,2898,142268,Primary,18,19,4,13.8,11.0,3.5,23.6,"£39,837"
812,2145,142269,Primary,7,6,3,7.0,2.8,2.3,21.1,"£40,801"
928,3333,142270,Primary,6,4,2,5.2,2.3,1.5,17.3,"£42,732"
353,3355,142271,Primary,9,12,5,9.0,9.6,2.7,23.7,"£39,888"
807,3395,142272,Primary,24,21,4,20.2,13.5,2.6,18.1,"£39,619"
807,4639,142273,Secondary,48,10,13,46.0,7.1,12.4,15.9,"£40,627"
373,2002,142274,Primary,27,27,3,22.8,20.5,2.5,18.4,"£37,804"
860,3155,142275,Primary,6,3,1,4.4,1.8,0.8,11.6,"£33,480"
860,5200,142276,Primary,4,3,1,3.0,2.1,1.0,17,"£31,330"
860,4096,142277,Secondary,28,5,32,25.2,4.5,28.5,13.9,"£47,035"
860,4094,142278,Secondary,57,11,23,51.9,9.5,20.9,17.5,"£42,116"
808,3327,142279,Primary,19,34,2,15.4,15.9,1.6,21,"£37,085"
808,3300,142280,Primary,15,22,1,13.4,8.6,1.0,17.6,"£37,487"
808,4632,142281,Secondary,32,13,7,31.7,8.0,5.5,14.8,"£45,873"
808,3325,142282,Primary,17,35,12,15.6,18.8,1.6,24.6,"£42,667"
935,4604,142283,16 plus,121,59,64,98.9,43.8,55.0,21.7,"£38,647"
936,4457,142284,Secondary,41,11,25,39.9,9.9,20.8,15.3,"£38,810"
894,4001,142285,Secondary,71,0,17,65.7,0.0,15.6,15.2,"£39,423"
357,2069,142286,Primary,24,16,8,21.8,13.1,5.3,18.5,"£33,008"
880,3121,142287,Primary,15,29,3,14.4,16.8,2.4,31,"£34,724"
358,7008,142288,Not applicable,32,34,6,30.0,27.6,5.6,6.4,"£42,076"
358,7000,142289,Not applicable,21,49,4,16.1,34.5,3.8,7.5,"£45,213"
938,2150,142290,Primary,15,10,7,11.4,6.5,5.2,23.5,"£37,901"
938,2257,142291,Primary,30,19,11,24.3,10.6,7.1,25.8,"£37,451"
865,3457,142292,Primary,3,4,5,2.5,1.5,2.3,24.5,"£38,706"
865,3110,142293,Primary,11,9,3,8.0,4.3,1.6,24.4,"£37,846"
303,3302,142294,Primary,11,5,4,8.7,4.2,2.5,24.1,"£47,982"
303,2007,142295,Primary,19,21,5,16.5,13.9,3.3,22.8,"£44,717"
350,4044,142296,Secondary,64,28,17,63.0,22.2,15.0,16.6,"£43,004"
305,2010,142298,Primary,33,23,7,25.8,12.1,4.3,23.1,"£42,835"
305,2008,142299,Primary,32,30,7,27.9,15.0,3.8,23.1,"£44,765"
305,3003,142300,Primary,24,32,5,21.2,19.9,2.8,22.1,"£43,846"
305,2012,142301,Primary,21,16,4,18.2,9.1,2.7,22.5,"£43,964"
896,7110,142302,Not applicable,19,42,8,18.4,31.3,7.0,6.3,"£36,796"
908,2305,142303,Primary,9,16,1,7.2,7.6,1.0,19.8,"£36,536"
908,2312,142304,Primary,6,11,1,5.2,3.5,0.8,20.3,"£38,511"
908,2311,142305,Primary,5,9,5,5.0,5.9,2.9,22.9,"£33,194"
909,4103,142306,Secondary,82,28,27,72.5,23.3,22.9,18.3,"£46,821"
810,2493,142307,Primary,28,41,6,27.0,32.7,5.3,20.5,"£38,930"
925,7021,142308,Not applicable,19,43,7,17.8,39.6,6.7,9.6,"£39,832"
925,7025,142309,Not applicable,12,51,11,10.2,47.0,9.3,7.5,"£43,551"
821,4606,142310,Secondary,103,35,32,92.9,32.5,27.9,18.2,"£40,781"
373,2357,142311,Primary,28,28,7,27.2,18.4,6.5,23.3,"£35,575"
893,3108,142312,Primary,7,14,1,4.6,5.2,1.0,22,"£40,257"
860,4070,142313,Secondary,73,13,18,69.9,10.4,17.5,16.9,"£41,587"
936,5409,142314,Secondary,79,21,42,73.3,12.2,30.6,17.3,"£45,072"
936,4098,142315,Secondary,126,39,31,112.6,31.9,26.9,15.8,"£42,230"
865,5408,142316,Secondary,63,18,31,57.0,13.1,19.8,16.9,"£43,543"
336,4113,142317,Secondary,109,19,39,98.4,18.1,36.1,16.3,"£42,027"
865,3159,142318,Primary,4,4,4,3.8,2.6,2.2,20.8,"£36,077"
867,3344,142319,Primary,11,15,8,9.7,9.2,4.0,20.4,"£38,112"
865,2026,142321,Primary,10,12,5,8.3,7.2,2.8,23.7,"£40,577"
825,2022,142323,Primary,4,5,2,3.0,1.8,1.5,14,"£37,291"
933,2016,142326,Primary,6,10,6,6.0,5.2,3.1,29.1,"£36,296"
933,2017,142327,Primary,8,12,10,6.9,6.6,6.8,25.2,"£41,123"
865,2027,142335,Primary,25,35,9,20.8,24.2,3.7,18.9,"£36,416"
331,4000,142339,Secondary,50,5,24,48.3,4.6,20.8,16,"£40,399"
350,4806,142340,Secondary,44,6,11,42.2,5.4,9.5,15.1,"£41,508"
931,2251,142341,Primary,6,7,4,5.2,5.6,1.6,22,"£39,699"
803,2166,142342,Primary,18,21,3,17.4,11.8,2.0,21.7,"£36,984"
352,2004,142343,Primary,30,32,9,27.6,24.8,7.2,24.9,"£41,968"
806,3384,142344,Primary,16,13,4,14.0,9.9,2.0,17.2,"£37,220"
936,2501,142345,Primary,9,7,2,7.6,4.7,1.7,20,"£37,559"
886,2110,142346,Primary,12,13,2,9.5,6.7,1.7,21.7,"£39,581"
886,2650,142347,Primary,10,8,2,9.1,6.5,1.6,19.1,"£36,033"
891,2585,142348,Primary,23,11,6,18.1,8.1,2.7,23,"£40,279"
336,2112,142349,Primary,33,37,8,30.4,28.8,7.2,22.4,"£42,353"
931,3040,142350,Primary,5,5,1,2.8,4.4,0.5,16.8,"£38,531"
370,3323,142351,Primary,25,35,8,21.9,24.7,6.9,19.3,"£43,301"
839,2266,142352,Primary,31,21,6,26.7,14.0,5.0,23.2,"£38,348"
330,2111,142353,Primary,11,6,5,10.6,4.9,4.9,19.6,"£41,788"
839,2226,142354,Primary,33,29,3,28.6,23.4,2.8,22.8,"£40,365"
332,2139,142355,Primary,9,11,3,8.6,6.8,2.9,23.9,"£40,995"
936,2376,142356,Primary,13,13,3,9.6,8.7,1.8,24.1,"£38,042"
868,4036,142357,Secondary,85,22,26,75.1,12.5,21.1,15.8,"£43,634"
330,2315,142358,Primary,12,6,2,12.0,5.1,2.0,16.6,"£39,082"
384,2057,142359,Primary,9,5,4,8.2,4.2,3.2,18,"£41,264"
352,2338,142360,Primary,21,25,2,18.3,21.0,1.9,22.5,"£37,145"
880,2438,142361,Primary,40,46,21,32.2,26.7,14.9,20.8,"£40,568"
931,2304,142362,Primary,16,13,3,14.5,9.3,1.9,15.3,"£36,415"
886,2462,142363,Primary,19,26,4,14.7,13.6,2.7,23.5,"£42,620"
880,2473,142364,Primary,22,26,5,18.6,13.4,3.6,17.7,"£36,656"
806,3385,142365,Primary,16,17,4,15.0,12.4,3.3,18.7,"£38,774"
936,2913,142366,Primary,10,10,2,8.6,6.7,1.9,21.8,"£41,639"
806,3386,142367,Primary,9,11,1,9.0,9.9,1.0,22.6,"£43,288"
806,3389,142368,Primary,12,8,2,10.7,4.3,1.5,20.9,"£40,671"
806,3362,142369,Primary,12,10,4,10.8,5.8,2.0,20,"£41,554"
806,3347,142370,Primary,9,9,1,8.0,6.9,1.0,27.9,"£41,328"
806,3337,142371,Primary,19,20,4,18.5,11.8,2.5,20.9,"£36,271"
886,5228,142372,Primary,19,17,5,18.1,13.0,4.3,21,"£40,118"
806,3364,142373,Primary,10,9,3,9.1,6.5,2.0,17.9,"£38,234"
806,3340,142374,Primary,17,20,3,15.6,13.6,1.6,21.3,"£42,070"
330,3314,142375,Primary,13,13,7,10.7,12.0,6.9,21.9,"£45,417"
806,3348,142376,Primary,12,10,2,9.9,7.8,1.6,19.2,"£42,015"
931,3605,142377,Primary,19,32,3,14.0,16.4,2.0,22.8,"£41,915"
306,3420,142379,Primary,27,21,10,25.4,15.7,6.5,18.9,"£44,746"
936,2955,142380,Primary,24,24,4,20.7,19.4,2.9,20.1,"£36,598"
938,2085,142381,Primary,34,18,18,30.0,9.9,12.6,18.8,"£40,958"
806,4702,142382,Secondary,82,21,24,78.8,18.5,22.6,16.8,"£41,687"
336,7005,142383,Not applicable,25,32,6,24.4,26.0,5.4,7.6,"£42,790"
931,2534,142384,Primary,16,20,5,14.9,14.0,3.7,21.3,"£37,589"
370,2088,142385,Primary,17,29,5,14.8,22.3,3.9,21.8,"£38,949"
330,2480,142386,Primary,24,20,7,23.8,17.9,5.6,15.4,"£42,062"
822,4004,142387,Secondary,42,17,13,40.6,15.9,12.7,13.7,"£42,385"
330,4022,142388,Secondary,76,9,35,71.5,8.7,34.0,13.7,"£43,141"
908,2043,142389,Primary,16,27,2,12.1,17.7,1.7,23.3,"£37,760"
878,2064,142390,Primary,26,23,12,20.1,13.7,4.8,18.1,"£40,221"
810,4011,142391,Secondary,97,29,14,90.0,27.2,12.9,12.9,"£38,830"
925,4018,142392,Secondary,33,13,5,32.4,10.2,4.4,13,"£38,310"
887,2014,142393,Primary,25,37,7,22.6,27.8,5.3,16.7,"£38,059"
887,2015,142394,Primary,16,7,3,11.2,6.4,3.0,20.4,"£41,546"
926,2109,142395,Primary,24,16,9,19.4,12.9,5.3,20.1,"£40,998"
926,4023,142396,Secondary,51,20,21,45.5,17.2,19.2,18.1,"£42,040"
874,2007,142397,Primary,16,19,8,15.4,11.8,6.0,19.4,"£37,296"
319,2013,142398,Primary,26,16,7,21.3,10.1,5.5,22.7,"£45,560"
887,2016,142399,Primary,29,16,5,25.8,13.4,3.7,19.8,"£43,979"
928,2200,142400,Primary,7,5,1,5.4,3.4,1.0,12,"£38,365"
857,2001,142401,Primary,11,11,3,9.5,7.4,2.0,16.8,"£38,729"
933,2018,142402,Primary,9,8,3,7.4,5.3,1.7,19.9,"£40,769"
305,2067,142403,Primary,20,20,6,19.4,10.2,2.7,19.8,"£42,771"
830,4006,142405,Secondary,44,18,22,41.6,17.8,20.0,14.5,"£40,361"
382,4005,142406,Secondary,40,12,15,39.8,11.6,13.9,17.6,"£37,432"
931,2019,142409,Primary,12,13,5,9.6,10.4,2.5,18.3,"£41,491"
855,2027,142410,Primary,11,10,4,9.7,7.8,2.6,20.7,"£35,676"
353,2016,142412,Primary,25,20,3,22.8,18.2,2.5,19.7,"£40,666"
936,2956,142415,Primary,22,23,2,17.7,17.8,2.0,23,"£39,163"
382,2032,142418,Primary,45,56,14,40.6,39.2,11.6,16.1,"£41,799"
382,7015,142420,Not applicable,19,66,9,17.0,53.6,8.3,6.9,"£41,188"
860,3142,142421,Primary,10,6,2,7.7,5.1,1.8,18,"£37,135"
860,3045,142422,Primary,9,6,4,7.3,2.5,1.8,22.5,"£36,217"
383,2504,142423,Primary,22,20,4,18.8,16.0,3.2,23,"£37,260"
873,2092,142424,Primary,12,13,2,10.4,7.1,2.0,19.6,"£44,318"
353,2008,142425,Primary,23,24,5,22.1,19.7,4.8,20.5,"£36,781"
936,2918,142426,Primary,19,9,3,15.9,5.4,1.9,19.9,"£40,099"
383,2292,142427,Primary,12,13,2,10.5,8.0,1.9,22.3,"£40,551"
839,2007,142428,Primary,45,45,15,37.8,36.6,13.4,21,"£38,765"
886,3140,142429,Primary,22,20,11,20.8,15.5,6.5,20.2,"£39,153"
825,2226,142432,Primary,24,24,5,20.6,14.5,3.1,21.8,"£38,717"
936,2269,142433,Primary,11,13,3,7.4,6.6,1.4,24,"£44,662"
916,3047,142434,Primary,7,8,1,5.0,3.8,0.8,19.5,"£42,991"
839,3675,142435,Primary,24,28,8,19.2,17.0,5.1,21.9,"£42,199"
839,2269,142436,Primary,35,38,9,31.0,26.9,6.9,20.1,"£37,857"
352,2182,142437,Primary,37,37,6,31.4,34.1,5.4,20,"£37,093"
916,3055,142438,Primary,4,4,3,2.8,2.3,0.8,19.3,"£35,446"
860,3113,142439,Primary,7,2,3,4.3,1.0,1.8,15.8,"£41,464"
810,2905,142440,Primary,11,17,3,11.0,13.2,2.6,18.2,"£40,572"
895,2698,142441,Primary,21,21,9,18.1,15.7,6.5,22.1,"£39,582"
860,3148,142442,Primary,10,8,2,8.7,3.5,1.4,17.9,"£43,935"
879,3162,142443,Primary,10,10,5,8.8,5.4,1.6,25.1,"£36,052"
908,2020,142444,Primary,9,8,1,8.4,5.9,0.1,21.2,"£44,759"
839,3681,142445,Primary,31,55,9,24.9,27.9,5.6,16.9,"£38,551"
839,3205,142446,Primary,37,35,16,31.2,24.4,10.3,21.2,"£38,447"
860,3154,142447,Primary,6,8,1,6.0,2.9,0.9,22.7,"£43,465"
885,3104,142448,Primary,10,16,2,8.5,7.4,2.0,24.9,"£42,231"
931,2303,142449,Primary,12,12,4,10.9,7.9,3.4,19.2,"£41,595"
383,2454,142450,Primary,21,22,10,20.3,18.6,7.1,19.9,"£41,439"
916,2111,142451,Primary,9,6,6,6.4,3.0,1.8,15.5,"£37,600"
383,2297,142452,Primary,35,32,9,32.7,22.5,6.5,20.8,"£38,910"
839,2258,142453,Primary,41,50,11,39.2,33.7,8.0,21.1,"£38,354"
317,2008,142455,Primary,20,17,5,13.8,12.0,3.3,17.5,"£41,648"
209,2002,142456,Primary,24,29,6,19.8,19.0,4.5,20.7,"£50,948"
891,2024,142460,Primary,12,8,3,8.9,6.5,2.1,23.4,"£38,849"
841,2008,142462,Primary,19,22,3,18.0,13.0,3.0,19.1,"£41,751"
371,2005,142464,Primary,14,11,3,13.2,7.8,2.7,21.8,"£40,271"
926,2112,142465,Primary,5,6,3,3.7,3.4,1.0,17.5,"£52,053"
926,2114,142466,Primary,6,7,1,4.9,4.7,0.8,20.5,"£45,820"
926,2116,142467,Primary,5,5,2,3.9,2.7,1.1,16.8,"£43,449"
926,2117,142468,Primary,6,4,1,5.0,1.8,0.9,18.5,"£39,747"
890,4003,142469,Secondary,42,13,34,42.0,11.5,20.7,15,"£40,632"
353,2018,142471,Primary,21,27,6,18.6,24.0,5.0,24,"£40,382"
928,4018,142485,All-through,103,16,32,101.6,15.4,31.8,17.9,"£33,693"
317,2001,142489,Primary,34,10,4,34.0,9.0,3.6,21.2,"£31,030"
936,4028,142490,Secondary,55,10,19,48.9,8.4,16.6,13.9,"£41,322"
802,3121,142492,Primary,8,8,2,5.9,2.8,1.4,20.8,"£41,322"
384,2040,142493,Primary,11,13,6,8.7,6.6,3.2,22.8,"£39,402"
908,2703,142496,Primary,3,3,1,2.5,2.6,0.5,6.8,"£44,481"
815,2330,142497,Primary,10,7,5,8.8,5.4,3.6,21.4,"£39,101"
873,2447,142498,Primary,14,18,5,13.5,14.5,4.2,24.9,"£38,917"
357,2049,142499,Primary,19,13,8,19.0,11.5,5.9,22,"£37,297"
838,2053,142500,Primary,8,13,4,7.6,6.7,2.6,20.9,"£38,609"
352,2329,142501,Primary,29,21,5,25.6,19.0,4.8,17.7,"£38,365"
838,2021,142503,Primary,6,4,3,5.0,2.6,1.3,18.2,"£38,183"
838,2246,142505,Primary,9,14,5,8.7,10.1,3.2,28,"£40,725"
838,3000,142506,Primary,6,12,4,4.5,5.2,2.9,20.7,"£38,724"
891,3055,142507,Primary,25,13,5,21.6,11.1,4.2,20.7,"£37,636"
931,3207,142508,Primary,6,6,2,4.4,3.3,1.1,19.3,"£41,816"
356,4040,142509,Secondary,98,34,35,90.1,26.3,32.2,15.9,"£44,140"
925,7030,142510,Not applicable,19,19,6,17.1,18.0,4.7,4.2,"£32,641"
838,2038,142512,Primary,7,6,5,6.6,4.0,3.0,16.1,"£43,887"
895,3816,142513,Primary,23,28,2,18.2,20.3,1.5,20.2,"£38,455"
838,3055,142514,Primary,7,13,6,6.4,6.3,2.9,28.3,"£38,914"
886,2076,142517,Primary,12,7,8,10.0,5.7,7.8,36.6,"£42,311"
341,2037,142523,Primary,31,25,6,29.1,21.7,5.3,20.2,"£38,699"
926,3107,142526,Primary,4,7,1,3.6,3.3,1.0,14.4,"£38,499"
926,2198,142527,Primary,3,4,1,3.0,2.2,0.5,11.7,"£41,436"
866,2015,142539,Primary,18,26,5,15.8,15.6,3.2,19.8,"£39,941"
878,4019,142540,Secondary,92,42,31,78.6,31.6,21.4,16.6,"£41,625"
885,3398,142541,Primary,18,19,8,15.5,11.6,6.1,17.1,"£40,354"
373,2274,142542,Primary,37,46,4,33.3,37.4,3.4,21.8,"£41,699"
885,4427,142543,Middle deemed secondary,20,13,6,19.0,8.1,4.7,16.9,"£35,581"
857,2312,142544,Primary,5,15,1,5.0,9.7,1.0,14.8,"£36,454"
879,3767,142545,Primary,21,20,14,20.3,16.4,9.1,25,"£37,908"
866,3466,142546,Primary,27,18,15,21.5,14.0,9.0,23.6,"£35,773"
935,3025,142547,Primary,11,12,2,8.8,6.0,1.3,23.5,"£41,162"
891,2931,142548,Primary,18,14,4,13.6,11.2,3.4,22.8,"£39,486"
908,2208,142549,Primary,5,6,1,4.3,3.0,0.8,19.6,"£35,880"
353,2034,142550,Primary,13,15,3,12.0,10.7,3.0,22.8,"£39,151"
908,2628,142551,Primary,6,8,4,3.2,2.4,2.0,20.6,"£30,653"
340,2003,142552,Primary,18,15,3,18.0,13.1,3.0,19.4,"£34,466"
908,2325,142553,Primary,10,9,3,8.9,5.6,2.0,24.6,"£39,003"
935,3054,142554,Primary,10,11,3,6.4,5.5,1.5,19.4,"£39,500"
887,7016,142555,Not applicable,28,52,19,25.0,44.6,17.9,7.6,"£39,728"
370,3312,142556,Primary,8,13,3,7.2,7.3,2.1,27.5,"£38,593"
873,7018,142557,Not applicable,29,66,10,26.3,64.0,6.7,7.4,"£45,541"
310,3500,142558,Primary,26,20,4,20.7,11.4,3.3,21.2,"£42,695"
878,3008,142559,Primary,9,9,2,6.4,5.2,1.1,15.7,"£42,277"
304,5406,142560,Secondary,76,12,27,73.0,11.4,19.8,16.1,"£50,568"
895,2156,142561,Primary,19,19,6,15.6,9.8,5.6,24.1,"£41,342"
935,3062,142562,Primary,12,18,3,7.9,8.9,1.5,25.8,"£44,922"
802,3452,142563,Primary,26,11,12,20.9,7.7,6.7,22.2,"£38,842"
908,2629,142564,Primary,6,8,1,5.1,3.5,0.6,14.1,"£39,907"
935,2031,142566,Primary,7,9,4,5.6,5.4,2.7,21.2,"£41,228"
330,2165,142570,Primary,40,42,8,36.9,31.7,6.1,20.5,"£39,186"
382,2047,142574,Primary,9,6,3,7.6,5.0,2.8,17.8,"£40,287"
893,2007,142575,Primary,3,7,2,2.6,5.1,2.0,34.5,"£34,787"
868,2001,142576,Primary,9,6,3,8.6,3.9,2.5,15.8,"£43,859"
867,4000,142577,Secondary,78,18,31,75.6,14.8,27.0,16.2,"£41,622"
933,2021,142579,Primary,5,5,2,3.6,2.8,0.5,15.3,"£40,225"
935,2113,142580,Primary,23,26,10,18.7,15.6,5.5,17.2,"£33,351"
937,2042,142581,Primary,9,12,3,8.4,6.9,1.2,25,"£43,674"
380,2026,142582,Primary,23,27,6,20.1,19.0,5.5,17.6,"£38,584"
305,2014,142584,Primary,25,28,13,24.8,24.6,9.7,16.7,"£42,126"
383,4047,142585,Secondary,84,33,28,81.4,30.4,25.6,15.5,"£39,656"
303,2003,142586,Primary,10,0,0,8.6,0.0,0.0,24.9,"£47,176"
306,3400,142587,Primary,14,8,5,11.5,4.7,3.3,20.6,"£40,288"
926,3407,142588,Primary,4,8,1,3.4,4.1,0.8,21.1,"£34,828"
926,3137,142589,Primary,1,0,0,1.0,0.0,0.0,44,NA
